id,rid,grad_yr,type,type2,parent,degree,major,spouse_type,spouse_type2,median_income,re_val,title,affinity,latest_date,pldg_blc,cons_giving,fy16,fy15,fy14,ttl_giving,low_rating,high_rating
94665,94904,2005,I     ,A     , ,BS    ,History,      ,      ,61465,312825,                                                  ,1, ,0,0,0,0,0,0,10000,50000
94715,94845,1991,I     ,A     , ,MSW   ,Social Work,      ,      ,58814,132200,Clinician                                         ,2, ,0,0,0,0,0,0,10000,50000
94739,94922,1990,I     ,A     , ,MPA   ,Public Administration,I     ,I     ,53249,265900,                                                  ,0, ,0,0,0,0,0,0,10000,50000
94821,94830,1996,I     ,A     , ,MSW   ,Social Work,I     ,I     ,118761,1123280,                                                  ,1, ,0,0,0,0,0,0,100000,249999
94859,95077,1982,I     ,A     ,Parent,BS    ,Mathematics,I     ,A     ,39210,86800,Superintendent of Schools                         ,3, ,0,0,0,0,0,0,1000,10000
95190,95335,1983,I     ,A     ,Parent,BBA   ,Business General,      ,      ,54656,280800,Vice President                                    ,1, ,0,0,0,0,0,0,10000,50000
95223,95405,1983,I     ,A     ,Parent,BS    ,Special Education,      ,      ,58814,144600,Exhibit Preparator                                ,3,1/29/1997,0,0,0,0,0,10,10000,50000
95392,95495,1985,I     ,A     ,Parent,BS    ,Advertising & Public Relations,      ,      ,62591,500000,Stategic Account Manager                          ,11,4/20/2015,0,2,0,1200,1000,3040,10000,50000
95418,95460,1999,I     ,A     , ,BBA   ,Marketing,I     ,A     ,47522,267337,CEO                                               ,0, ,0,0,0,0,0,0,25000,49999
95446,95497,2002,I     ,A     , ,BS    ,Occup Safety/Health Management,I     ,A     ,56890,259820,Manager                                           ,5, ,0,0,0,0,0,0,10000,50000
95458,95649,1998,I     ,A     , ,BA    ,English Language and Literature,      ,      ,54656,30200,Administrative Assistant                          ,2,10/25/2007,0,0,0,0,0,10,10000,50000
95705,95725,2004,I     ,A     , ,BSN   ,Nursing,      ,      ,64696,222400,Surgical Case Manager                             ,0, ,0,0,0,0,0,0,10000,50000
95731,95762,2001,I     ,A     , ,BS    ,Criminal Justice,      ,      ,58125,166800,Social Worker                                     ,0,4/23/2009,0,0,0,0,0,25,10000,50000
95762,95890,1987,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,57859,161448,Teacher                                           ,1, ,0,0,0,0,0,0,10000,14999
95811,95905,1989,I     ,A     , ,BS    ,Physical Education,      ,      ,44291,640335,                                                  ,0,1/18/2007,0,0,0,0,0,150,50000,99999
95903,96114,2000,I     ,A     , ,BS    ,Economics,      ,      ,47563,182043,Financial Specialist                              ,1, ,0,0,0,0,0,0,10000,50000
96042,96117,1993,I     ,A     , ,BS    ,Biology,      ,      ,61907,79500,Industrial Hygienist                              ,1, ,0,0,0,0,0,0,10000,50000
96069,96275,2005,I     ,A     , ,BSE   ,Engineering,      ,      ,64517,140600,Mechanical Engineering                            ,1, ,0,0,0,0,0,0,10000,50000
96189,96344,2005,I     ,A     , ,BS    ,Physical Education,      ,      ,57622,145200,Case Coordinator                                  ,1, ,0,0,0,0,0,0,10000,50000
96297,96433,2000,I     ,A     , ,BS    ,Occup Safety/Health Management,      ,      ,55297,134200,Safety Spec                                       ,1, ,0,0,0,0,0,0,10000,50000
96308,96358,2001,I     ,A     , ,BBA   ,Finance,      ,      ,41818,307950,                                                  ,0, ,0,0,0,0,0,0,10000,50000
96348,96460,2003,I     ,A     , ,BS    ,Criminal Justice,I     ,A     ,74007,321000,Police Officer                                    ,4, ,0,0,0,0,0,0,10000,50000
96363,96437,1996,I     ,A     , ,BA    ,International Relations,      ,      ,66408,362000,                                                  ,4, ,0,0,0,0,0,0,10000,50000
96605,96844,1979,I     ,A     , ,MBA   ,Management,I     ,A     ,29588,41100,Exec. Marketing Consultant                        ,10,11/13/2015,0,8,500,500,500,11550,1000,10000
96791,97021,1978,I     ,A     , ,BS    ,Political Science,      ,      ,159732,1158000,National Accounts Manager                         ,4,4/4/2012,0,0,0,0,0,750,100000,250000
96816,96864,1980,I     ,A     , ,BS    ,Physical Education,      ,      ,74823,100770,Tchr                                              ,2, ,0,0,0,0,0,0,10000,50000
96853,96885,2003,I     ,A     , ,MED   ,General Education,I     ,A     ,80434,204000,Teacher                                           ,0, ,0,0,0,0,0,0,10000,50000
96880,96977,1980,I     ,A     , ,BS    ,Mathematics,      ,      ,45780,120388,Math Teacher/Baseball Coach                       ,2, ,0,0,0,0,0,0,10000,50000
97183,97286,1994,I     ,A     , ,BFA   ,Art,      ,      ,60795,604206,Multimedia Sr. Designer                           ,0, ,0,0,0,0,0,0,25000,49999
97226,97319,2000,I     ,A     , ,BME   ,Music,      ,      ,56946,94975,Band Director                                     ,3, ,0,0,0,0,0,0,0,0
97309,97344,2002,I     ,A     , ,BA    ,English Language and Literature,      ,      ,49587,125500,Teacher                                           ,1, ,0,0,0,0,0,0,10000,50000
97473,97503,2002,I     ,A     , ,BFA   ,Art,I     ,A     ,53249,166600,                                                  ,0, ,0,0,0,0,0,0,10000,50000
97803,98018,2004,I     ,A     , ,BS    ,Health Science,      ,      ,54656,169200,                                                  ,0, ,0,0,0,0,0,0,10000,50000
97891,97896,2001,I     ,A     , ,BS    ,Health Science,      ,      ,40306,115700,                                                  ,2, ,0,0,0,0,0,0,10000,50000
98035,98239,1982,I     ,A     ,Parent,BS    ,GRP SCI Chem,      ,      ,56890,221400,                                                  ,1, ,0,0,0,0,0,0,10000,50000
98052,98186,1976,I     ,A     ,Parent,BS    ,Business General,      ,      ,40808,408100,President                                         ,2, ,0,0,0,0,0,0,10000,50000
98234,98422,1986,I     ,A     , ,MBA   ,Management,      ,      ,70507,289600,Math Teacher                                      ,0, ,0,0,0,0,0,0,10000,50000
98316,98482,1978,I     ,A     ,Parent,BS    ,Computer Science,      ,      ,105324,288139,Chair & CEO Coach                             ,3, ,0,0,0,0,0,0,100000,250000
98453,98494,1980,I     ,A     , ,BS    ,Physical Education,      ,      ,38705,20500,Elementary Physical Education                     ,4,10/21/2013,0,2,0,0,50,375,1000,10000
98963,99058,2001,I     ,A     , ,BS    ,Psychology,      ,      ,61907,258300,Factory Worker                                    ,1, ,0,0,0,0,0,0,10000,50000
98978,99177,1996,I     ,A     , ,BS    ,Liberal Studies,      ,      ,74626,221000,Sales                                             ,0, ,0,0,0,0,0,100,10000,50000
99097,99209,1994,I     ,A     , ,BBA   ,Marketing,      ,      ,126425,240000,Field Marketing Representative                    ,3, ,0,0,0,0,0,0,100000,249999
99141,99276,2000,I     ,A     , ,BS    ,GRO Social Studies,I     ,A     ,64517,111200,                                                  ,3, ,0,0,0,0,0,0,10000,50000
99338,99511,2001,I     ,A     , ,BS    ,Legal Studies,      ,      ,64517,98800,                                                  ,0, ,0,0,0,0,0,0,10000,50000
99376,99528,2001,I     ,A     , ,BS    ,Physical Education,      ,      ,75559,112200,Registered Nurse                                  ,1, ,0,0,0,0,0,0,10000,50000
99418,99420,2000,I     ,A     , ,BA    ,Philosophy,I     ,A     ,54488,502000,Clerk                                     ,3, ,0,0,0,0,0,0,10000,50000
99429,99637,2000,I     ,A     , ,BS    ,GRO Social Studies,I     ,A     ,74626,235000,Teacher                                           ,1, ,0,0,0,0,0,0,10000,50000
99572,99618,1997,I     ,A     , ,BBA   ,Management,I     ,A     ,62807,242800,Police Officer                                    ,4,10/19/2015,0,0,20,0,0,120,10000,50000
99585,99821,2002,I     ,A     , ,BS    ,Criminal Justice,I     ,A     ,53356,95300,                                                  ,3, ,0,0,0,0,0,0,10000,50000
99621,99806,2002,I     ,A     , ,BBA   ,International Business,      ,      ,77661,222000,Sales Manager                                     ,2,12/21/1998,0,0,0,0,0,1,15000,24999
99795,99903,1975,I     ,A     , ,BS    ,Art,      ,      ,67644,33263,Prof  of Media Sciences                           ,0, ,0,0,0,0,0,0,10000,50000
99797,100033,2005,I     ,A     , ,MED   ,General Education,      ,      ,42090,78300,                                                  ,0, ,0,0,0,0,0,0,1000,10000
99850,100063,1989,I     ,A     , ,BS    ,Criminal Justice,      ,      ,33143,70200,Branch Manager                                    ,1,10/17/1991,0,0,0,0,0,75,1000,10000
99965,100065,1977,I     ,A     , ,BS    ,Psychology,      ,      ,56000,243600,Educaitonal Consultant                            ,4,6/5/2012,0,0,0,0,0,750,10000,50000
99990,100159,1987,I     ,A     , ,BS    ,Criminal Justice,      ,      ,52743,438500,US Marshall                                       ,3, ,0,0,0,0,0,0,10000,50000
100010,100036,1987,I     ,A     ,Parent,BS    ,Health Science,      ,      ,29588,69900,Social Worker                                     ,0, ,0,0,0,0,0,0,1000,10000
100091,100161,1981,I     ,A     ,Parent,BS    ,Criminal Justice,      ,      ,42926,53400,Deputy Sheriff                                    ,2, ,0,0,0,0,0,0,1000,10000
100444,100496,1991,I     ,A     , ,BBA   ,Finance,      ,      ,70507,639458,Manager                                           ,0, ,0,0,0,0,0,0,50000,99999
100611,100820,2001,I     ,A     , ,BS    ,Physics,I     ,A     ,58814,180600,9th and 10th Grade Math Teacher                   ,1, ,0,0,0,0,0,0,10000,50000
100844,100972,2002,I     ,A     , ,MED   ,General Education,I     ,I     ,40808,154000,Athletic Director/Assistant Principal             ,0, ,0,0,0,0,0,0,10000,50000
100855,100873,1997,I     ,A     , ,BS    ,Group Science,I     ,A     ,58125,188000,3rd Grade Teacher                                 ,14,11/18/2015,0,4,50,450,450,2007,10000,50000
100922,101095,2001,I     ,A     , ,MBA   ,Business General,      ,      ,64517,229400,Senior Loan Officer                               ,0, ,0,0,0,0,0,0,10000,50000
101031,101209,2001,I     ,A     , ,BA    ,Sociology,      ,      ,65260,234000,                                                  ,1, ,0,0,0,0,0,0,10000,50000
101078,101230,2001,I     ,A     , ,BA    ,Psychology,I     ,A     ,83313,240255,                                                  ,2, ,0,0,0,0,0,0,10000,50000
101101,101193,2004,I     ,A     , ,BSW   ,Social Work,      ,      ,61799,108200,International Consultant/Caseworker               ,1, ,0,0,0,0,0,0,10000,50000
101207,101229,2006,I     ,A     , ,BBA   ,Management,      ,      ,45969,393550,Manager                                           ,3, ,0,0,0,0,0,0,10000,50000
101210,101281,2005,I     ,A     , ,BBA   ,Finance,I     ,A     ,64696,179579,Search Consultant                                 ,8,12/29/2015,0,4,140,100,150,890,0,10000
101506,101636,1977,I     ,A     , ,BBA   ,Accounting,      ,      ,75616,173000,                                                  ,4,3/15/2006,0,0,0,0,0,150,10000,50000
101531,101609,1976,I     ,A     , ,BS    ,Computer Science,      ,      ,80434,151200,Auto Sales                                        ,2, ,0,0,0,0,0,0,10000,50000
101594,101813,1977,I     ,A     , ,BS    ,Art,      ,      ,55833,243252,Tchr                                              ,1, ,0,0,0,0,0,0,10000,50000
101640,101674,1995,I     ,A     ,Parent,MBA   ,Business General,I     ,P     ,47444,347462,President                                         ,1, ,0,0,0,0,0,0,0,11341.12
101730,101974,1991,I     ,A     , ,BBA   ,Marketing,I     ,A     ,56890,268602,Senior Account Manager                            ,51,11/13/2015,0,10,20,270,150,3165,25000,49999
101776,101873,1986,I     ,A     , ,MED   ,Special Education,      ,      ,42090,43000,Special Educ  Tchr                                ,0, ,0,0,0,0,0,0,1000,10000
101784,101786,1983,I     ,A     , ,BBA   ,Business General,      ,      ,56890,204600,Co-Owner                                          ,1, ,0,0,0,0,0,0,10000,50000
101805,101825,1983,I     ,A     ,Parent,BBA   ,Business General,      ,      ,58125,100000,Custodian                                         ,1, ,0,0,0,0,0,0,1000,10000
101971,102006,1984,I     ,A     , ,BS    ,Criminal Justice,      ,      ,64240,502780,Football Coach                                    ,1, ,0,0,0,0,0,0,10000,50000
102023,102170,2001,I     ,A     , ,MED   ,General Education,      ,      ,48616,211200,Teacher               ,1, ,0,0,0,0,0,0,10000,50000
102136,102198,1994,I     ,A     , ,BS    ,Health Science,      ,      ,81737,307800,Physical Therapist                                ,2, ,0,0,0,0,0,0,50000,100000
102226,102247,1996,I     ,A     , ,BS    ,Criminal Justice,      ,      ,58074,86700,Cadet                                             ,2, ,0,0,0,0,0,0,10000,50000
102282,102512,1985,I     ,A     , ,BS    ,Physical Therapy,      ,      ,74626,303200,                                                  ,2,3/27/2013,0,0,0,0,0,125,10000,50000
102393,102531,2002,I     ,A     , ,BA    ,Criminal Justice,I     ,A     ,40808,91000,                                                  ,1, ,0,0,0,0,0,0,1000,10000
102560,102656,1992,I     ,A     , ,BSN   ,Nursing,I     ,A     ,64696,595027,Registered Nurse                                  ,3,12/11/2015,0,0,1000,0,0,1835,25000,49999
102578,102610,1999,I     ,A     , ,BS    ,Psychology,      ,      ,49534,553000,Independent Consultant                            ,1, ,0,0,0,0,0,0,0,19740
102607,102646,2005,I     ,A     , ,BBA   ,Management,      ,      ,34774,105588,                                                  ,2, ,0,0,0,0,0,0,1000,10000
103000,103097,2003,I     ,A     , ,BBA   ,Finance,      ,      ,67412,190000,Business Development Manager                      ,1, ,0,0,0,0,0,0,10000,50000
103190,103235,1975,I     ,A     ,Parent,BBA   ,Business General,      ,      ,65964,63800,Registered Nurse                                  ,1, ,0,0,0,0,0,0,10000,50000
103191,103405,1976,I     ,A     , ,BS    ,Physical Education,      ,      ,67412,377200,Basketball Coach                                  ,1, ,0,0,0,0,0,0,10000,50000
103229,103334,1986,I     ,A     , ,MST   ,Taxation,      ,      ,48347,116800,Chief Executive Officer                           ,0, ,0,0,0,0,0,0,10000,50000
103530,103554,1983,I     ,A     ,Parent,BA    ,Criminal Justice,      ,      ,29883,60400,                                                  ,1, ,0,0,0,0,0,0,1000,10000
103549,103729,2005,I     ,A     , ,MED   ,General Education,      ,      ,38083,142300,Special Education Teacher                         ,0, ,0,0,0,0,0,0,10000,50000
103762,103926,1984,I     ,A     , ,BS    ,Health Science,      ,      ,44390,71300,Medical Technologist                              ,1, ,0,0,0,0,0,0,10000,50000
103778,103812,1984,I     ,A     , ,BS    ,Health Science,      ,      ,81812,253890,Information Technology Manager                    ,1, ,0,0,0,0,0,0,10000,50000
104249,104454,2005,I     ,A     , ,BS    ,Health Science,I     ,A     ,38193,35400,                                                  ,1, ,0,0,0,0,0,0,1000,10000
104603,104663,2004,I     ,A     , ,BS    ,Psychology,      ,      ,65230,79000,Paraprofessional                                  ,1, ,0,0,0,0,0,0,10000,50000
104632,104872,2003,I     ,A     , ,BS    ,Physical Education,      ,      ,75104,71690,City Manager / Branch Manager                     ,1, ,0,0,0,0,0,0,1000,10000
104680,104781,1999,I     ,A     , ,BBA   ,Management,      ,      ,55374,203600,Process Engineer                                  ,4,1/24/2001,0,0,0,0,0,50,10000,50000
104822,104900,1981,I     ,A     , ,BS    ,Criminal Justice,      ,      ,57622,141000,Chief                                             ,3, ,0,0,0,0,0,0,10000,50000
104851,104857,1977,I     ,A     , ,BS    ,Behavioral Science,      ,      ,28700,82300,Attorney                                          ,1,10/18/2009,0,0,0,0,0,475,1000,10000
104929,105056,1988,I     ,A     ,Parent,BBA   ,Management,I     ,P     ,57262,713000,Human Resources Director                          ,0, ,0,0,0,0,0,0,50000,99999
105001,105253,1986,I     ,A     , ,BS    ,GRP SS Hist,      ,      ,46295,62950,Principal                                         ,1, ,0,0,0,0,0,0,1000,10000
105032,105034,1983,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,52813,179900,Finance Manager                                   ,4, ,0,0,0,0,0,0,10000,50000
105200,105234,1985,I     ,A     , ,BS    ,Special Education,      ,      ,75081,624000,Second Grade Teacher                              ,0, ,0,0,0,0,0,0,50000,99999
105305,105515,1997,I     ,A     , ,BBA   ,Accounting,      ,      ,53172,134900,                                                  ,1, ,0,0,0,0,0,0,10000,50000
105474,105543,1984,I     ,A     ,Parent,BS    ,Psychology,I     ,P     ,49067,151600,Child Care Worker                                 ,2, ,0,0,0,0,0,0,10000,50000
105493,105496,1985,I     ,A     , ,BA    ,History,I     ,A     ,65260,130800,Self Employed                                     ,1,11/17/1999,0,0,0,0,0,20,10000,50000
105614,105761,1982,I     ,A     ,Parent,BS    ,Criminal Justice,I     ,A     ,53743,219131,Detective Sergeant                                ,3, ,0,0,0,0,0,0,10000,50000
105747,105950,1989,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,58125,243800,Self-Employed                                     ,1, ,0,0,0,0,0,0,10000,50000
105762,105936,2003,I     ,A     , ,BS    ,Statistics,      ,      ,80434,546304,                                                  ,10,12/30/2005,0,0,0,0,0,500,25000,49999
105824,106001,1989,I     ,A     , ,BS    ,Group SCI Math,      ,      ,47522,536024,2nd GradeTeacher                                  ,1, ,0,0,0,0,0,0,25000,49999
105976,106051,1991,I     ,A     , ,MBA   ,Accounting,      ,      ,67412,260000,Controller                                        ,5,10/13/2015,0,0,25,25,0,455,15000,24999
106039,106266,1993,I     ,A     , ,BBA   ,Accounting,      ,      ,68108,446000,Senior Tax                                        ,3, ,0,0,0,0,0,0,0,148632
106203,106288,2005,I     ,A     , ,BS    ,Political Science,      ,      ,41364,52800,Service                                           ,0, ,0,0,0,0,0,0,10000,50000
106316,106526,2004,I     ,A     , ,BA    ,Communications,      ,      ,39271,160000,National Client Account Manger                    ,1, ,0,0,0,0,0,0,10000,50000
106471,106536,2003,I     ,A     , ,BBA   ,Accounting,      ,      ,40852,77701,Owner                                             ,1, ,0,0,0,0,0,0,10000,50000
106527,106605,1989,I     ,A     , ,BS    ,Physical Education,      ,      ,53249,185800,Dental Hygienist                                  ,0, ,0,0,0,0,0,0,10000,50000
106649,106689,1982,I     ,A     , ,BS    ,Criminal Justice,      ,      ,118761,113600,Police Sergeant                                   ,2, ,0,0,0,0,0,0,10000,50000
106710,106864,1979,I     ,A     , ,BS    ,Environmental Studies,      ,      ,49877,251314,President/Owner                                   ,2, ,0,0,0,0,0,0,10000,50000
106756,106809,1990,I     ,A     , ,MBA   ,Business and Taxation,      ,      ,53249,263600,Tax Manager                                 ,0, ,0,0,0,0,0,0,10000,50000
106819,107006,1975,I     ,A     , ,BA    ,Political Science,      ,      ,118761,430000,Attorney                                          ,1,12/31/1997,0,0,0,0,0,2675,50000,100000
106843,106992,1986,I     ,A     , ,BBA   ,Marketing,      ,      ,88837,1169800,Accountant                               ,0, ,0,0,0,0,0,0,100000,250000
106913,107097,2005,I     ,A     ,Parent,MED   ,General Education,I     ,A     ,56000,295600,Teacher                                           ,0, ,0,0,0,0,0,0,15000,24999
106957,107043,1978,I     ,A     , ,BS    ,Geology,      ,      ,45224,357039,Professor PhD                                     ,4,10/30/2012,0,0,0,0,0,960,10000,50000
106983,107143,1994,I     ,A     , ,BS    ,Psychology,I     ,A     ,48944,244800,Special Educ  Teacher                             ,0,6/8/2011,0,0,0,0,0,500,10000,50000
107118,107347,1980,I     ,A     , ,BS    ,Special Education,I     ,P     ,50709,38100,Substitute Teacher                                ,1, ,0,0,0,0,0,0,10000,50000
107231,107275,2001,I     ,A     , ,BME   ,Music,I     ,A     ,93031,141600,Band Director                                     ,1, ,0,0,0,0,0,0,10000,50000
107393,107591,2000,I     ,A     , ,BS    ,Public Administration,      ,      ,74626,92500,Event Services Director                           ,2, ,0,0,0,0,0,0,10000,50000
107534,107713,2004,I     ,A     , ,BS    ,Criminal Justice,      ,      ,64517,193200,Sheriff Deputy                                    ,3, ,0,0,0,0,0,25,10000,50000
107591,107709,2002,I     ,A     , ,MED   ,General Education,      ,      ,57859,153200,                                                  ,0, ,0,0,0,0,0,0,10000,50000
107822,107974,1993,I     ,A     , ,BBA   ,Finance,      ,      ,74626,606735,                                                  ,1, ,0,0,0,0,0,0,25000,49999
107889,107993,2004,I     ,A     , ,BS    ,Psychology,      ,      ,42263,140046,Teacher                                           ,1, ,0,0,0,0,0,0,10000,50000
107938,108007,1999,I     ,A     , ,BSN   ,Nursing,I     ,I     ,65260,123000,Nurse Practitioner                                ,1,8/15/2003,0,0,0,0,0,60,10000,50000
107940,107957,2003,I     ,A     , ,BS    ,Computer Science,I     ,A     ,118761,340000,Product Verification Technical Lead               ,4, ,0,0,0,0,0,0,10000,50000
107975,107982,2003,I     ,A     , ,BSN   ,Nursing,      ,      ,51291,97300,BSN                                               ,0, ,0,0,0,0,0,0,1000,10000
108282,108452,1989,I     ,A     , ,MED   ,Special Education,      ,      ,58040,312200,Principal                                         ,1, ,0,0,0,0,0,0,10000,50000
108364,108436,1985,I     ,A     , ,BSN   ,Nursing,      ,      ,27009,324842,Clinical Supv                                     ,1,4/24/2012,0,0,0,0,0,75,10000,50000
108405,108492,1983,I     ,A     , ,BS    ,Computer Science,I     ,I     ,76550,391200,Director - Global eBusiness                       ,1, ,0,0,0,0,0,0,10000,50000
108448,108567,1989,I     ,A     , ,BS    ,Advertising & Public Relations,      ,      ,74626,201600,Pres./Creative Dir.                               ,1, ,0,0,0,0,0,0,10000,50000
108457,108519,1980,I     ,A     , ,BSW   ,Social Work,      ,      ,74626,132600,                                                  ,1, ,0,0,0,0,0,0,10000,50000
108871,109053,2000,I     ,A     , ,BBA   ,Management,      ,      ,70507,193600,"Vice President, Director of Human Resources       ",2, ,0,0,0,0,0,0,25000,49999
108905,109073,2003,I     ,A     , ,BS    ,Hospitality Tourism Mgt,      ,      ,54921,45700,Manager                                           ,1, ,0,0,0,0,0,0,10000,50000
108927,109167,2003,I     ,A     , ,BS    ,Psychology,      ,      ,53249,113400,Self-Employed                                     ,1, ,0,0,0,0,0,0,10000,50000
109098,109157,2001,I     ,A     , ,BSN   ,Nursing,      ,      ,116713,98900,Registered Nurse                                  ,3, ,0,0,0,0,0,0,1000,10000
109118,109256,2003,I     ,A     , ,MED   ,General Education,      ,      ,52267,72900,8th Grade English Teacher                         ,0, ,0,0,0,0,0,0,10000,50000
109138,109223,1997,I     ,A     , ,BS    ,Therapeutic Recreation,      ,      ,73424,198800,Tchr                                              ,1, ,0,0,0,0,0,0,10000,50000
109226,109419,2003,I     ,A     ,Parent,MED   ,General Education,      ,      ,56890,155000,Elementary Education                              ,0, ,0,0,0,0,0,0,10000,50000
109249,109341,2002,I     ,A     , ,BS    ,Health Science,      ,      ,76550,287200,                                                  ,1, ,0,0,0,0,0,0,10000,50000
109263,109415,1999,I     ,A     , ,BS    ,Health Science,      ,      ,75271,117500,                                                  ,1, ,0,0,0,0,0,0,1000,10000
109489,109514,1999,I     ,A     , ,BA    ,English Language and Literature,      ,      ,102059,139100,English Teacher                                   ,3, ,0,0,0,0,0,0,10000,50000
109497,109720,2004,I     ,A     , ,MED   ,Reading,      ,      ,42102,63000,Teacher                                           ,0, ,0,0,0,0,0,0,1000,10000
109505,109588,2001,I     ,A     , ,BBA   ,Finance,I     ,A     ,59385,529170,                                                  ,0, ,0,0,0,0,0,0,10000,50000
109539,109592,1995,I     ,A     , ,BS    ,Criminal Justice,      ,      ,62077,135000,Sales Eng/Paper Mill Applications Spec            ,1,10/10/2007,0,0,0,0,0,200,10000,50000
109542,109566,2003,I     ,A     , ,BS    ,Earth Science,      ,      ,64517,1246133,VP                                                ,2, ,0,0,0,0,0,0,100000,250000
109685,109752,1977,I     ,A     , ,BBA   ,Business General,I     ,A     ,32955,55000,Self-employed                                     ,1, ,0,0,0,0,0,0,1000,10000
109739,109984,1981,I     ,A     ,Parent,BS    ,Special Education,      ,      ,53249,192400,Special Education Teacher                         ,1, ,0,0,0,0,0,0,10000,50000
109859,109956,1980,I     ,A     , ,BS    ,Natural Resource Management,I     ,A     ,66659,528000,Managing Director                                 ,3, ,0,0,0,0,0,0,100000,250000
109869,110099,1981,I     ,A     , ,BBA   ,Marketing,      ,      ,74788,173400,National Acct. Exe.                               ,1,4/9/2008,0,0,0,0,0,150,10000,50000
109986,110141,2003,I     ,A     , ,MS    ,Criminal Justice,      ,      ,34774,96000,                                                  ,0, ,0,0,0,0,0,0,1000,10000
110009,110155,1981,I     ,A     ,Parent,BS    ,Nursing,I     ,P     ,70507,154600,Registered Nurse                                  ,1, ,0,0,0,0,0,0,10000,50000
110184,110246,2002,I     ,A     , ,BSN   ,Nursing,      ,      ,53249,219600,                                                  ,0, ,0,0,0,0,0,0,10000,50000
110229,110246,1986,I     ,A     , ,BS    ,Biology,      ,      ,46697,19900,Environmental Quality Analyst                     ,2, ,0,0,0,0,0,0,10000,50000
110309,110515,1989,I     ,A     ,Parent,BS    ,Mathematics,      ,      ,70507,466000,Teacher                                           ,2, ,0,0,0,0,0,0,25000,49999
110935,111007,1999,I     ,A     , ,BSE   ,Engineering,I     ,A     ,54921,131800,Biomedical Equipment Technician                   ,1, ,0,0,0,0,0,0,10000,50000
111098,111235,2001,I     ,A     , ,BS    ,Information Systems,      ,      ,72091,93350,Project Manager Consultant                        ,1, ,0,0,0,0,0,0,10000,50000
111198,111361,2001,I     ,A     , ,BS    ,Criminal Justice,      ,      ,73793,107295,                                                  ,1, ,0,0,0,0,0,0,10000,50000
111304,111365,2003,I     ,A     , ,BS    ,Public Administration,      ,      ,64696,220000,Coordinator of Recruitment & Retention            ,1, ,0,0,0,0,0,0,10000,50000
111418,111544,1979,I     ,A     ,Parent,MPA   ,Management,      ,      ,40808,270000,                                                  ,1, ,0,0,0,0,0,0,10000,50000
111450,111456,2001,I     ,A     , ,MPA   ,Public Administration,      ,      ,55398,309118,Manager of Records                                ,0, ,0,0,0,0,0,0,10000,50000
111597,111795,1980,I     ,A     , ,BS    ,Art,      ,      ,56890,697501,Teacher                                           ,1, ,0,0,0,0,0,0,50000,99999
111689,111832,2005,I     ,A     , ,MED   ,General Education,      ,      ,57622,181000,Teacher                                           ,0, ,0,0,0,0,0,0,10000,50000
111878,112131,1984,I     ,A     , ,BS    ,Art,      ,      ,63641,93830,Art Director                                      ,1,10/4/2011,0,0,0,0,0,325,10000,50000
111974,112009,1987,I     ,A     ,Parent,BBA   ,Accounting,      ,      ,70507,483000,Chief Financial Officer                           ,1, ,0,0,0,0,0,0,50000,99999
112075,112098,1994,I     ,A     , ,BS    ,Physical Education,I     ,A     ,92000,137800,Tchr  Physical Educ                               ,2, ,0,0,0,0,0,0,10000,50000
112102,112137,1990,I     ,A     , ,BBA   ,Management,      ,      ,43889,230184,President                                         ,0, ,0,0,0,0,0,0,0,44715
112241,112393,2002,I     ,A     , ,BBA   ,Marketing,      ,      ,65230,774900,National Account Manager                          ,2, ,0,0,0,0,0,0,50000,100000
112335,112460,2002,I     ,A     , ,BBA   ,Management,I     ,A     ,47458,89500,                                                  ,0,4/18/2007,0,0,0,0,0,50,1000,10000
112416,112522,2002,I     ,A     , ,BBA   ,Management,I     ,A     ,75616,209500,Product Dev. Manager                              ,1, ,0,0,0,0,0,0,10000,50000
112567,112800,2000,I     ,A     , ,BBA   ,Marketing,I     ,A     ,49988,165000,                                                  ,2, ,0,0,0,0,0,0,10000,50000
112635,112762,2003,I     ,A     , ,BBA   ,Finance,      ,      ,55297,189000,                                                  ,1, ,0,0,0,0,0,0,10000,50000
112706,112787,2002,I     ,A     , ,BA    ,English Language and Literature,      ,      ,46356,81200,Teacher                                           ,0, ,0,0,0,0,0,0,10000,50000
112844,112984,2004,I     ,A     , ,BS    ,Mathematics,      ,      ,51028,139885,High School Math Teacher                          ,1, ,0,0,0,0,0,0,10000,50000
112875,112912,2002,I     ,A     , ,BS    ,GRO Social Studies,      ,      ,66177,77556,                                                  ,12,4/3/2014,0,2,0,0,300,650,1000,10000
113104,113277,1980,I     ,A     , ,BS    ,Biology,      ,      ,52750,164000,                                                  ,4,10/6/2015,0,2,1000,0,3500,6550,10000,50000
113170,113241,1986,I     ,A     , ,BS    ,Physical Therapy,      ,      ,47522,580098,                                                  ,0, ,0,0,0,0,0,0,25000,49999
113217,113279,1980,I     ,A     , ,BS    ,Psychology,      ,      ,84926,64690,"Director, Counseling Services                     ",1, ,0,0,0,0,0,0,10000,50000
113224,113412,2004,I     ,A     ,Parent,BSN   ,Nursing - RN,I     ,P     ,48852,300000,                                                  ,1, ,0,0,0,0,0,0,10000,50000
